customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
213276,2020,1,2540.26,2020-01-18,2020-01-18,1554,Churned,2540.26
162874,2023,2,2540.22,2023-05-06,2024-02-08,72,Active,1270.11
692645,2022,1,2540.12,2022-10-03,2022-10-03,565,Churned,2540.12
1844810,2019,2,2539.90,2019-09-13,2021-08-03,991,Churned,1269.95
77853,2019,1,2539.46,2019-10-16,2019-10-16,1648,Churned,2539.46
1569767,2019,2,2539.38,2019-12-31,2023-09-09,224,Churned,1269.69
1371619,2020,2,2539.34,2020-04-29,2021-09-14,949,Churned,1269.67
119880,2022,1,2539.24,2022-12-29,2022-12-29,478,Churned,2539.24
910128,2022,1,2538.91,2022-07-20,2022-07-20,640,Churned,2538.91
468016,2023,2,2538.89,2023-09-01,2023-11-18,154,At Risk,1269.45
1253672,2022,1,2538.76,2022-10-13,2022-10-13,555,Churned,2538.76
1002440,2018,1,2538.46,2018-10-11,2018-10-11,2018,Churned,2538.46
56472,2018,2,2538.43,2018-02-10,2024-02-23,57,Active,1269.22
1234070,2020,1,2538.10,2020-01-23,2020-01-23,1549,Churned,2538.10
2093849,2017,2,2537.84,2017-12-30,2023-06-10,315,Churned,1268.92
1432126,2018,1,2537.84,2018-09-13,2018-09-13,2046,Churned,2537.84
246806,2019,1,2537.79,2019-08-06,2019-08-06,1719,Churned,2537.79
402358,2018,2,2537.51,2018-08-05,2022-09-07,591,Churned,1268.76
1783836,2021,1,2537.26,2021-09-18,2021-09-18,945,Churned,2537.26
1091047,2017,2,2537.10,2017-01-26,2022-11-02,535,Churned,1268.55
1743513,2016,4,2536.98,2016-08-06,2024-01-15,96,At Risk,634.25
468275,2021,2,2536.65,2021-10-28,2023-06-19,306,Churned,1268.33
1953052,2022,1,2536.62,2022-01-05,2022-01-05,836,Churned,2536.62
2084899,2019,3,2536.56,2019-01-02,2020-02-25,1516,Churned,845.52
1579799,2015,1,2536.48,2015-03-05,2015-03-05,3334,Churned,2536.48
842012,2023,1,2536.32,2023-09-20,2023-09-20,213,Churned,2536.32
415580,2022,1,2536.17,2022-03-15,2022-03-15,767,Churned,2536.17
1460932,2020,1,2536.04,2020-11-07,2020-11-07,1260,Churned,2536.04
128775,2016,1,2535.76,2016-02-14,2016-02-14,2988,Churned,2535.76
29201,2018,1,2535.49,2018-08-11,2018-08-11,2079,Churned,2535.49
2055085,2023,1,2535.26,2023-01-25,2023-01-25,451,Churned,2535.26
1267538,2017,1,2535.19,2017-02-13,2017-02-13,2623,Churned,2535.19
258889,2021,2,2534.89,2021-08-24,2023-11-28,144,At Risk,1267.45
1801364,2017,2,2534.47,2017-05-25,2022-07-27,633,Churned,1267.24
392710,2019,1,2534.03,2019-06-19,2019-06-19,1767,Churned,2534.03
1984252,2015,2,2533.75,2015-12-15,2019-01-03,1934,Churned,1266.88
749735,2017,2,2533.74,2017-08-23,2017-12-22,2311,Churned,1266.87
235182,2018,3,2533.43,2018-06-08,2022-06-04,686,Churned,844.48
867863,2023,1,2533.22,2023-06-26,2023-06-26,299,Churned,2533.22
1313072,2017,2,2532.35,2017-06-30,2023-05-20,336,Churned,1266.18
1645020,2019,2,2532.19,2019-08-07,2023-09-23,210,Churned,1266.10
1389831,2021,1,2531.64,2021-12-20,2021-12-20,852,Churned,2531.64
608529,2019,2,2530.90,2019-02-16,2024-01-13,98,At Risk,1265.45
1107232,2018,1,2530.68,2018-06-06,2018-06-06,2145,Churned,2530.68
1456612,2023,1,2530.00,2023-02-21,2023-02-21,424,Churned,2530.00
1802716,2018,3,2529.60,2018-02-15,2021-09-23,940,Churned,843.20
152267,2022,1,2529.58,2022-01-07,2022-01-07,834,Churned,2529.58
653859,2021,2,2529.51,2021-09-25,2022-10-22,546,Churned,1264.76
3908,2018,2,2529.19,2018-02-28,2020-01-14,1558,Churned,1264.60
1498141,2017,1,2529.03,2017-06-13,2017-06-13,2503,Churned,2529.03
1709319,2020,1,2528.83,2020-12-12,2020-12-12,1225,Churned,2528.83
368552,2020,2,2528.73,2020-05-26,2022-02-19,791,Churned,1264.37
1316186,2022,1,2528.40,2022-06-27,2022-06-27,663,Churned,2528.40
1205553,2023,2,2527.98,2023-01-05,2024-03-08,43,Active,1263.99
1615604,2017,2,2527.82,2017-07-04,2017-12-19,2314,Churned,1263.91
333313,2019,2,2527.60,2019-09-25,2024-01-18,93,At Risk,1263.80
1571393,2021,2,2527.58,2021-12-06,2023-07-06,289,Churned,1263.79
1276364,2018,2,2527.52,2018-10-31,2022-09-09,589,Churned,1263.76
937187,2016,1,2527.48,2016-02-06,2016-02-06,2996,Churned,2527.48
784841,2016,2,2527.44,2016-01-21,2017-06-15,2501,Churned,1263.72
1189783,2016,2,2527.22,2016-11-15,2019-01-03,1934,Churned,1263.61
8910,2018,3,2527.06,2018-08-31,2023-01-23,453,Churned,842.35
1473415,2016,2,2526.93,2016-05-21,2023-09-02,231,Churned,1263.47
802395,2023,1,2526.84,2023-07-15,2023-07-15,280,Churned,2526.84
991921,2022,1,2526.69,2022-05-07,2022-05-07,714,Churned,2526.69
473842,2023,1,2526.58,2023-10-14,2023-10-14,189,Churned,2526.58
243018,2019,2,2526.55,2019-07-13,2022-09-22,576,Churned,1263.28
364187,2022,1,2526.38,2022-11-08,2022-11-08,529,Churned,2526.38
989956,2019,1,2526.25,2019-04-15,2019-04-15,1832,Churned,2526.25
1151823,2018,1,2526.10,2018-11-28,2018-11-28,1970,Churned,2526.10
714368,2019,1,2525.86,2019-06-29,2019-06-29,1757,Churned,2525.86
1176241,2018,2,2525.84,2018-12-18,2019-03-04,1874,Churned,1262.92
1348651,2019,2,2525.75,2019-08-31,2023-01-19,457,Churned,1262.88
54323,2016,1,2525.63,2016-12-15,2016-12-15,2683,Churned,2525.63
475497,2023,2,2525.60,2023-02-23,2023-08-19,245,Churned,1262.80
1273070,2019,2,2525.17,2019-09-03,2021-10-08,925,Churned,1262.59
1256350,2019,2,2525.13,2019-11-20,2022-06-19,671,Churned,1262.57
422086,2019,1,2525.11,2019-08-10,2019-08-10,1715,Churned,2525.11
1496848,2019,2,2525.04,2019-10-23,2023-11-18,154,At Risk,1262.52
732634,2015,2,2525.03,2015-12-23,2018-12-19,1949,Churned,1262.52
213111,2022,1,2524.74,2022-03-23,2022-03-23,759,Churned,2524.74
1091782,2019,1,2524.37,2019-08-14,2019-08-14,1711,Churned,2524.37
461572,2019,3,2524.08,2019-08-22,2023-12-21,121,At Risk,841.36
1870930,2021,2,2523.94,2021-02-27,2022-09-02,596,Churned,1261.97
1232972,2020,2,2523.54,2020-02-01,2021-10-06,927,Churned,1261.77
1841715,2018,1,2523.18,2018-08-17,2018-08-17,2073,Churned,2523.18
1879510,2016,3,2522.52,2016-09-08,2022-12-05,502,Churned,840.84
226745,2021,1,2522.40,2021-09-30,2021-09-30,933,Churned,2522.40
1610540,2019,2,2522.19,2019-02-08,2023-12-13,129,At Risk,1261.10
1741429,2018,1,2522.04,2018-10-16,2018-10-16,2013,Churned,2522.04
2061849,2021,2,2521.75,2021-08-21,2024-02-22,58,Active,1260.88
2008633,2022,2,2521.45,2022-01-04,2022-04-06,745,Churned,1260.73
201623,2017,2,2521.38,2017-03-09,2022-12-12,495,Churned,1260.69
933132,2019,1,2521.28,2019-02-27,2019-02-27,1879,Churned,2521.28
199316,2021,1,2520.85,2021-06-08,2021-06-08,1047,Churned,2520.85
1963780,2016,3,2520.77,2016-02-04,2024-01-10,101,At Risk,840.26
516043,2022,3,2520.68,2022-03-18,2023-02-11,434,Churned,840.23
1620665,2022,1,2520.00,2022-01-05,2022-01-05,836,Churned,2520.00
604491,2016,1,2519.70,2016-11-01,2016-11-01,2727,Churned,2519.70
1741529,2019,3,2519.68,2019-01-09,2022-07-14,646,Churned,839.89
1605609,2017,3,2519.49,2017-01-21,2022-05-07,714,Churned,839.83
195840,2017,1,2519.48,2017-06-17,2017-06-17,2499,Churned,2519.48
969941,2021,1,2519.11,2021-06-28,2021-06-28,1027,Churned,2519.11
274702,2022,2,2519.11,2022-12-12,2023-07-03,292,Churned,1259.56
1895938,2022,1,2518.73,2022-12-25,2022-12-25,482,Churned,2518.73
405950,2018,1,2518.63,2018-08-06,2018-08-06,2084,Churned,2518.63
660295,2021,1,2518.09,2021-12-23,2021-12-23,849,Churned,2518.09
443964,2022,1,2517.99,2022-06-18,2022-06-18,672,Churned,2517.99
1588059,2016,2,2517.79,2016-07-30,2022-02-22,788,Churned,1258.90
1968697,2022,1,2517.66,2022-05-14,2022-05-14,707,Churned,2517.66
1969826,2018,1,2517.42,2018-06-04,2018-06-04,2147,Churned,2517.42
1793659,2018,2,2517.41,2018-06-08,2022-12-23,484,Churned,1258.71
1153001,2018,1,2517.33,2018-08-08,2018-08-08,2082,Churned,2517.33
129164,2023,2,2517.31,2023-08-19,2024-03-05,46,Active,1258.66
1874875,2019,2,2516.82,2019-09-20,2023-07-27,268,Churned,1258.41
1853264,2019,2,2516.65,2019-08-13,2020-01-24,1548,Churned,1258.33
1265015,2022,1,2516.52,2022-04-29,2022-04-29,722,Churned,2516.52
1506692,2022,2,2516.48,2022-01-10,2022-09-21,577,Churned,1258.24
1020373,2016,2,2516.40,2016-08-30,2023-01-04,472,Churned,1258.20
321816,2019,1,2516.18,2019-11-13,2019-11-13,1620,Churned,2516.18
1409980,2021,2,2515.35,2021-07-08,2021-07-17,1008,Churned,1257.68
410246,2019,1,2515.26,2019-10-03,2019-10-03,1661,Churned,2515.26
472436,2016,3,2514.46,2016-03-02,2023-02-18,427,Churned,838.15
1083901,2017,2,2514.35,2017-10-07,2018-10-10,2019,Churned,1257.18
1976089,2019,2,2514.03,2019-12-19,2020-05-07,1444,Churned,1257.02
1307374,2018,2,2513.94,2018-04-28,2023-12-16,126,At Risk,1256.97
188527,2017,1,2513.92,2017-08-09,2017-08-09,2446,Churned,2513.92
1602571,2023,1,2513.78,2023-05-03,2023-05-03,353,Churned,2513.78
888405,2017,1,2513.67,2017-08-21,2017-08-21,2434,Churned,2513.67
538817,2018,2,2513.50,2018-07-11,2021-12-11,861,Churned,1256.75
1724183,2015,2,2513.33,2015-01-02,2021-02-06,1169,Churned,1256.67
1262091,2019,1,2513.21,2019-02-01,2019-02-01,1905,Churned,2513.21
867731,2022,1,2512.76,2022-09-17,2022-09-17,581,Churned,2512.76
984688,2021,1,2512.67,2021-06-17,2021-06-17,1038,Churned,2512.67
317599,2016,2,2512.50,2016-05-10,2019-05-14,1803,Churned,1256.25
832619,2021,3,2512.46,2021-09-11,2023-02-18,427,Churned,837.49
520764,2019,2,2512.39,2019-02-27,2022-07-20,640,Churned,1256.20
1667082,2019,4,2512.20,2019-10-26,2024-02-10,70,Active,628.05
324316,2019,3,2512.09,2019-01-24,2022-09-08,590,Churned,837.36
847717,2021,1,2512.02,2021-05-01,2021-05-01,1085,Churned,2512.02
2082908,2022,2,2511.35,2022-10-22,2024-02-24,56,Active,1255.68
935858,2018,2,2511.23,2018-06-18,2022-01-06,835,Churned,1255.62
1871782,2021,2,2510.95,2021-12-28,2022-10-20,548,Churned,1255.48
1515315,2022,3,2510.41,2022-03-04,2023-06-24,301,Churned,836.80
1322437,2019,2,2509.80,2019-07-13,2021-01-27,1179,Churned,1254.90
2033893,2020,1,2509.80,2020-06-22,2020-06-22,1398,Churned,2509.80
1873708,2018,2,2509.46,2018-08-25,2018-08-29,2061,Churned,1254.73
1256800,2017,3,2509.29,2017-11-15,2024-03-08,43,Active,836.43
369842,2018,1,2509.23,2018-09-14,2018-09-14,2045,Churned,2509.23
1093208,2020,2,2509.07,2020-05-07,2022-07-05,655,Churned,1254.54
1653320,2020,5,2509.06,2020-01-10,2023-01-09,467,Churned,501.81
1321988,2022,2,2509.03,2022-10-07,2023-03-08,409,Churned,1254.52
809791,2019,1,2508.75,2019-05-18,2019-05-18,1799,Churned,2508.75
202316,2022,1,2508.31,2022-06-08,2022-06-08,682,Churned,2508.31
1358195,2015,3,2508.21,2015-03-18,2022-10-05,563,Churned,836.07
354969,2018,3,2508.21,2018-08-29,2023-11-23,149,At Risk,836.07
861539,2018,2,2507.91,2018-05-31,2018-08-14,2076,Churned,1253.96
2070700,2022,3,2507.62,2022-02-24,2023-06-01,324,Churned,835.87
648931,2016,1,2507.51,2016-08-26,2016-08-26,2794,Churned,2507.51
2069251,2018,2,2506.99,2018-05-10,2018-12-27,1941,Churned,1253.50
1310717,2022,1,2506.78,2022-06-06,2022-06-06,684,Churned,2506.78
1224342,2017,2,2506.35,2017-08-19,2022-12-02,505,Churned,1253.18
990943,2019,1,2506.26,2019-07-24,2019-07-24,1732,Churned,2506.26
478560,2020,1,2506.00,2020-02-13,2020-02-13,1528,Churned,2506.00
1999841,2019,3,2505.35,2019-06-01,2023-11-09,163,At Risk,835.12
553226,2018,3,2505.12,2018-08-04,2023-11-19,153,At Risk,835.04
29541,2020,2,2504.88,2020-03-09,2023-01-14,462,Churned,1252.44
1360174,2019,3,2504.25,2019-02-19,2023-10-03,200,Churned,834.75
597241,2023,1,2504.18,2023-09-22,2023-09-22,211,Churned,2504.18
1881794,2018,1,2504.03,2018-08-28,2018-08-28,2062,Churned,2504.03
347312,2019,2,2503.96,2019-12-07,2022-02-14,796,Churned,1251.98
1349789,2023,1,2503.91,2023-02-11,2023-02-11,434,Churned,2503.91
165513,2017,1,2503.70,2017-03-07,2017-03-07,2601,Churned,2503.70
1639160,2018,3,2503.60,2018-07-18,2022-12-08,499,Churned,834.53
254130,2021,2,2503.19,2021-02-22,2023-02-15,430,Churned,1251.60
1422526,2021,1,2502.81,2021-11-04,2021-11-04,898,Churned,2502.81
1668288,2016,2,2502.46,2016-01-06,2023-02-21,424,Churned,1251.23
363350,2018,2,2502.13,2018-04-12,2023-06-13,312,Churned,1251.07
1991018,2022,1,2501.68,2022-07-15,2022-07-15,645,Churned,2501.68
1385538,2020,1,2501.67,2020-05-16,2020-05-16,1435,Churned,2501.67
1120401,2023,1,2501.63,2023-09-14,2023-09-14,219,Churned,2501.63
986338,2016,2,2501.62,2016-10-28,2018-03-27,2216,Churned,1250.81
2018643,2022,2,2501.54,2022-11-16,2022-11-29,508,Churned,1250.77
1972417,2020,1,2501.48,2020-10-29,2020-10-29,1269,Churned,2501.48
954703,2018,1,2501.30,2018-11-15,2018-11-15,1983,Churned,2501.30
1891912,2021,1,2501.25,2021-10-02,2021-10-02,931,Churned,2501.25
10466,2019,1,2501.21,2019-11-19,2019-11-19,1614,Churned,2501.21
821522,2022,1,2501.05,2022-11-22,2022-11-22,515,Churned,2501.05
1257368,2020,3,2500.93,2020-02-11,2022-12-17,490,Churned,833.64
395576,2021,4,2500.79,2021-02-04,2022-09-02,596,Churned,625.20
2065120,2022,1,2500.75,2022-07-30,2022-07-30,630,Churned,2500.75
577472,2018,1,2500.63,2018-02-24,2018-02-24,2247,Churned,2500.63
1337272,2015,2,2500.59,2015-09-26,2022-10-26,542,Churned,1250.30
1482246,2018,1,2500.01,2018-07-03,2018-07-03,2118,Churned,2500.01
786974,2019,1,2499.80,2019-05-14,2019-05-14,1803,Churned,2499.80
1858287,2019,1,2499.75,2019-03-08,2019-03-08,1870,Churned,2499.75
846486,2023,1,2499.62,2023-04-30,2023-04-30,356,Churned,2499.62
368332,2022,1,2499.61,2022-08-12,2022-08-12,617,Churned,2499.61
263049,2022,2,2499.53,2022-12-31,2023-03-02,415,Churned,1249.77
491453,2018,2,2499.48,2018-09-27,2023-09-28,205,Churned,1249.74
396399,2021,1,2499.24,2021-11-12,2021-11-12,890,Churned,2499.24
314668,2018,2,2499.18,2018-09-27,2021-05-25,1061,Churned,1249.59
1501315,2023,1,2499.00,2023-02-27,2023-02-27,418,Churned,2499.00
394131,2017,1,2498.91,2017-05-20,2017-05-20,2527,Churned,2498.91
1947423,2017,2,2498.58,2017-02-08,2023-04-29,357,Churned,1249.29
1496954,2022,2,2498.55,2022-08-22,2023-05-13,343,Churned,1249.28
1694082,2015,2,2498.44,2015-09-12,2019-11-30,1603,Churned,1249.22
1981534,2023,1,2498.44,2023-06-01,2023-06-01,324,Churned,2498.44
1217929,2023,1,2498.36,2023-10-03,2023-10-03,200,Churned,2498.36
627303,2016,1,2498.27,2016-05-05,2016-05-05,2907,Churned,2498.27
1524079,2018,3,2498.18,2018-02-17,2023-12-05,137,At Risk,832.73
327035,2017,3,2498.01,2017-12-16,2022-02-10,800,Churned,832.67
873897,2019,2,2497.62,2019-02-14,2023-07-20,275,Churned,1248.81
305485,2017,1,2497.51,2017-05-30,2017-05-30,2517,Churned,2497.51
1578821,2018,1,2497.49,2018-02-24,2018-02-24,2247,Churned,2497.49
1005477,2021,1,2497.34,2021-12-12,2021-12-12,860,Churned,2497.34
1488576,2020,2,2497.03,2020-05-07,2022-02-23,787,Churned,1248.52
1705760,2018,2,2496.93,2018-08-14,2021-11-16,886,Churned,1248.47
731181,2022,1,2496.70,2022-08-13,2022-08-13,616,Churned,2496.70
1702549,2021,1,2496.31,2021-06-26,2021-06-26,1029,Churned,2496.31
1959886,2023,2,2495.97,2023-06-03,2023-08-31,233,Churned,1247.99
118211,2015,2,2495.91,2015-06-22,2022-07-03,657,Churned,1247.96
451409,2021,3,2495.81,2021-04-20,2023-09-28,205,Churned,831.94
188547,2022,2,2495.75,2022-02-01,2023-02-15,430,Churned,1247.88
760604,2021,1,2495.53,2021-08-28,2021-08-28,966,Churned,2495.53
251136,2017,2,2495.07,2017-11-17,2023-06-10,315,Churned,1247.54
1104130,2019,1,2495.04,2019-03-04,2019-03-04,1874,Churned,2495.04
1888659,2022,1,2494.84,2022-09-16,2022-09-16,582,Churned,2494.84
1814351,2017,2,2494.82,2017-01-07,2022-06-22,668,Churned,1247.41
1941035,2021,3,2494.78,2021-08-05,2022-12-12,495,Churned,831.59
1855721,2018,1,2494.53,2018-11-22,2018-11-22,1976,Churned,2494.53
1371405,2018,2,2494.43,2018-04-24,2022-06-23,667,Churned,1247.22
1919873,2022,1,2494.41,2022-06-24,2022-06-24,666,Churned,2494.41
1428950,2015,2,2493.57,2015-10-26,2016-08-11,2809,Churned,1246.79
582354,2022,1,2493.26,2022-08-18,2022-08-18,611,Churned,2493.26
992856,2019,1,2493.25,2019-09-10,2019-09-10,1684,Churned,2493.25
71038,2023,1,2492.96,2023-02-18,2023-02-18,427,Churned,2492.96
885930,2022,3,2492.72,2022-10-04,2024-02-20,60,Active,830.91
1895702,2015,3,2492.49,2015-10-07,2023-09-23,210,Churned,830.83
1426328,2021,1,2492.49,2021-08-11,2021-08-11,983,Churned,2492.49
1523464,2020,2,2492.40,2020-04-28,2020-06-27,1393,Churned,1246.20
1411765,2023,1,2492.10,2023-01-05,2023-01-05,471,Churned,2492.10
1628836,2019,3,2491.89,2019-08-15,2023-11-22,150,At Risk,830.63
268341,2019,3,2491.63,2019-03-12,2023-07-06,289,Churned,830.54
484902,2023,1,2491.57,2023-02-08,2023-02-08,437,Churned,2491.57
418191,2022,1,2491.40,2022-02-24,2022-02-24,786,Churned,2491.40
2074907,2020,2,2491.33,2020-03-19,2021-12-01,871,Churned,1245.67
554246,2022,1,2490.71,2022-05-07,2022-05-07,714,Churned,2490.71
1849842,2018,3,2490.62,2018-11-16,2023-11-30,142,At Risk,830.21
1451762,2022,1,2490.58,2022-08-12,2022-08-12,617,Churned,2490.58
1456551,2017,1,2490.56,2017-03-18,2017-03-18,2590,Churned,2490.56
1245731,2019,1,2490.38,2019-10-19,2019-10-19,1645,Churned,2490.38
1013230,2020,2,2490.34,2020-01-23,2021-09-10,953,Churned,1245.17
334379,2020,1,2490.10,2020-03-05,2020-03-05,1507,Churned,2490.10
265897,2017,1,2489.94,2017-02-22,2017-02-22,2614,Churned,2489.94
1597180,2022,1,2489.88,2022-04-06,2022-04-06,745,Churned,2489.88
1436116,2019,3,2489.66,2019-11-02,2022-10-31,537,Churned,829.89
2032360,2018,2,2489.64,2018-07-21,2021-03-20,1127,Churned,1244.82
1420914,2018,2,2489.23,2018-06-13,2018-11-08,1990,Churned,1244.62
2093710,2018,2,2489.22,2018-08-20,2023-02-14,431,Churned,1244.61
617334,2023,1,2489.14,2023-02-02,2023-02-02,443,Churned,2489.14
1133287,2019,1,2489.13,2019-05-23,2019-05-23,1794,Churned,2489.13
231547,2021,2,2489.02,2021-09-04,2022-06-25,665,Churned,1244.51
2085674,2021,1,2488.97,2021-10-21,2021-10-21,912,Churned,2488.97
593485,2019,1,2488.88,2019-10-07,2019-10-07,1657,Churned,2488.88
596261,2015,1,2488.69,2015-11-10,2015-11-10,3084,Churned,2488.69
1396742,2019,2,2488.55,2019-08-22,2020-08-01,1358,Churned,1244.28
212076,2023,2,2488.54,2023-07-16,2024-03-07,44,Active,1244.27
205255,2022,1,2488.00,2022-02-03,2022-02-03,807,Churned,2488.00
404430,2023,1,2487.62,2023-08-22,2023-08-22,242,Churned,2487.62
703357,2017,2,2487.23,2017-01-26,2017-06-10,2506,Churned,1243.62
1418465,2020,2,2487.14,2020-04-28,2022-09-08,590,Churned,1243.57
142832,2022,3,2486.88,2022-02-23,2022-08-16,613,Churned,828.96
82687,2019,1,2486.84,2019-07-18,2019-07-18,1738,Churned,2486.84
1534404,2022,1,2486.66,2022-07-28,2022-07-28,632,Churned,2486.66
192139,2022,2,2486.34,2022-06-21,2023-07-20,275,Churned,1243.17
1759082,2018,1,2486.23,2018-12-22,2018-12-22,1946,Churned,2486.23
1903531,2019,2,2485.96,2019-12-14,2022-08-26,603,Churned,1242.98
1632157,2015,1,2485.80,2015-02-13,2015-02-13,3354,Churned,2485.80
2020530,2022,1,2485.67,2022-09-17,2022-09-17,581,Churned,2485.67
1140805,2022,1,2485.62,2022-03-03,2022-03-03,779,Churned,2485.62
590359,2017,3,2485.32,2017-07-20,2023-06-08,317,Churned,828.44
568581,2019,1,2485.05,2019-12-07,2019-12-07,1596,Churned,2485.05
823909,2022,1,2484.88,2022-07-23,2022-07-23,637,Churned,2484.88
1837209,2023,1,2484.88,2023-04-20,2023-04-20,366,Churned,2484.88
400686,2018,1,2484.76,2018-10-31,2018-10-31,1998,Churned,2484.76
1749318,2016,1,2484.22,2016-01-28,2016-01-28,3005,Churned,2484.22
1065744,2017,1,2484.10,2017-12-09,2017-12-09,2324,Churned,2484.10
358056,2022,1,2483.68,2022-10-15,2022-10-15,553,Churned,2483.68
1620633,2020,3,2483.67,2020-05-15,2022-09-03,595,Churned,827.89
1525151,2019,2,2483.64,2019-12-18,2021-03-19,1128,Churned,1241.82
1282089,2018,2,2483.47,2018-11-24,2022-08-11,618,Churned,1241.74
316082,2022,4,2483.46,2022-04-29,2023-06-10,315,Churned,620.87
1693149,2020,1,2483.41,2020-02-18,2020-02-18,1523,Churned,2483.41
1850751,2023,2,2483.04,2023-09-02,2023-11-16,156,At Risk,1241.52
923065,2021,1,2482.70,2021-07-17,2021-07-17,1008,Churned,2482.70
1483497,2022,2,2482.68,2022-07-16,2022-11-12,525,Churned,1241.34
1889714,2021,2,2482.28,2021-07-31,2022-07-20,640,Churned,1241.14
1398595,2023,2,2482.20,2023-01-28,2023-12-14,128,At Risk,1241.10
1305007,2022,1,2482.03,2022-03-11,2022-03-11,771,Churned,2482.03
1183933,2019,2,2481.76,2019-04-30,2022-12-26,481,Churned,1240.88
1698093,2016,2,2481.61,2016-12-01,2022-01-07,834,Churned,1240.81
1619192,2019,1,2481.22,2019-05-21,2019-05-21,1796,Churned,2481.22
964296,2018,2,2480.99,2018-10-13,2020-12-08,1229,Churned,1240.50
524213,2022,2,2480.89,2022-07-19,2022-08-31,598,Churned,1240.45
1949143,2018,2,2480.86,2018-08-25,2022-07-31,629,Churned,1240.43
1694829,2018,2,2480.76,2018-10-16,2022-02-23,787,Churned,1240.38
1802,2022,2,2480.50,2022-09-28,2023-06-17,308,Churned,1240.25
649758,2019,2,2480.28,2019-08-27,2022-10-01,567,Churned,1240.14
1372814,2022,3,2480.14,2022-06-02,2022-09-20,578,Churned,826.71
1572137,2019,1,2480.00,2019-08-08,2019-08-08,1717,Churned,2480.00
1653617,2022,1,2480.00,2022-07-09,2022-07-09,651,Churned,2480.00
2058224,2018,1,2479.96,2018-11-17,2018-11-17,1981,Churned,2479.96
346635,2018,1,2479.67,2018-12-21,2018-12-21,1947,Churned,2479.67
521606,2021,2,2479.63,2021-12-11,2024-01-18,93,At Risk,1239.82
1593806,2021,1,2479.50,2021-12-18,2021-12-18,854,Churned,2479.50
1073952,2015,1,2479.43,2015-01-24,2015-01-24,3374,Churned,2479.43
1119580,2016,1,2479.21,2016-09-28,2016-09-28,2761,Churned,2479.21
402312,2021,2,2479.03,2021-09-30,2021-12-08,864,Churned,1239.52
1422196,2019,2,2478.91,2019-07-04,2022-12-08,499,Churned,1239.46
555883,2022,1,2478.89,2022-08-12,2022-08-12,617,Churned,2478.89
1343637,2017,2,2478.67,2017-09-25,2021-12-14,858,Churned,1239.34
1073496,2017,2,2478.40,2017-06-14,2018-03-17,2226,Churned,1239.20
1015275,2023,1,2478.26,2023-02-22,2023-02-22,423,Churned,2478.26
595693,2017,1,2478.09,2017-02-17,2017-02-17,2619,Churned,2478.09
1490822,2020,2,2478.07,2020-02-01,2024-02-03,77,Active,1239.04
413371,2019,2,2478.06,2019-11-15,2020-02-19,1522,Churned,1239.03
1937598,2019,2,2477.74,2019-11-21,2022-08-09,620,Churned,1238.87
1480393,2015,2,2477.16,2015-12-29,2023-08-29,235,Churned,1238.58
2033923,2015,1,2476.86,2015-07-28,2015-07-28,3189,Churned,2476.86
637695,2019,1,2476.38,2019-11-28,2019-11-28,1605,Churned,2476.38
950357,2017,2,2476.09,2017-12-14,2022-12-31,476,Churned,1238.05
1837941,2019,1,2476.00,2019-03-07,2019-03-07,1871,Churned,2476.00
1178286,2022,1,2475.96,2022-02-24,2022-02-24,786,Churned,2475.96
1447509,2016,2,2475.93,2016-01-16,2022-03-01,781,Churned,1237.97
721175,2021,2,2475.67,2021-12-24,2024-02-21,59,Active,1237.84
171215,2021,2,2475.37,2021-11-27,2022-02-16,794,Churned,1237.69
194719,2019,2,2475.29,2019-11-22,2019-12-16,1587,Churned,1237.65
1948022,2015,1,2475.00,2015-02-18,2015-02-18,3349,Churned,2475.00
1527419,2019,1,2474.98,2019-09-09,2019-09-09,1685,Churned,2474.98
990293,2023,1,2474.97,2023-06-22,2023-06-22,303,Churned,2474.97
1079380,2015,2,2474.61,2015-12-05,2022-02-13,797,Churned,1237.31
1577979,2022,1,2474.51,2022-01-08,2022-01-08,833,Churned,2474.51
473839,2023,1,2474.26,2023-04-27,2023-04-27,359,Churned,2474.26
1618048,2020,2,2473.94,2020-03-02,2022-12-15,492,Churned,1236.97
2052793,2021,2,2473.90,2021-09-10,2022-09-30,568,Churned,1236.95
182876,2022,1,2473.56,2022-04-30,2022-04-30,721,Churned,2473.56
496787,2023,2,2473.43,2023-06-17,2024-02-23,57,Active,1236.72
822868,2021,1,2472.85,2021-03-13,2021-03-13,1134,Churned,2472.85
1341039,2019,1,2472.52,2019-03-03,2019-03-03,1875,Churned,2472.52
1007982,2016,2,2472.13,2016-10-14,2019-02-21,1885,Churned,1236.07
796419,2018,1,2472.11,2018-09-26,2018-09-26,2033,Churned,2472.11
814666,2021,1,2472.11,2021-06-24,2021-06-24,1031,Churned,2472.11
1994780,2016,3,2472.08,2016-02-04,2024-03-29,22,Active,824.03
509195,2022,1,2471.99,2022-11-29,2022-11-29,508,Churned,2471.99
212694,2021,2,2471.96,2021-10-05,2023-08-15,249,Churned,1235.98
1846201,2022,2,2471.69,2022-02-24,2022-09-06,592,Churned,1235.85
1726894,2016,2,2471.38,2016-09-17,2018-12-11,1957,Churned,1235.69
230625,2019,2,2471.37,2019-11-16,2023-04-04,382,Churned,1235.69
